"source","target","eid","label","stars","votes.useful","votes.cool","votes.funny","date","review_id"
"ceYSELof-sCqb5DTBgoPOw","HyfFenprdpIA4rmKu6DW3g","738220","review","4","0","0","0","2013-10-27","-gjvQAV5saSLxCzY7_mB5w"
"mhZnUWf4XvNDig3wNUeytA","HyfFenprdpIA4rmKu6DW3g","738561","review","5","0","0","0","2014-12-31","zt3qZEEkLNS5r6LNTLRPPQ"
"tIhp5Zdg9SGUhoOpkPRiOg","HyfFenprdpIA4rmKu6DW3g","739023","review","5","0","0","0","2016-04-18","4Ut4kdOXgXBaJBC_9T5Gtg"
"UC05rPp7YvzJi1tv6J2BOw","HyfFenprdpIA4rmKu6DW3g","738058","review","5","0","0","0","2013-01-22","bC2xLeFj6PsejPIpFFvq7w"
"oCYcaqLsGdz3GPzdFwES9w","z3SyT8blMIhsZNvKJgKcRA","803636","review","1","5","2","4","2015-08-26","xFW0n-jhm-6cM0_fXr_52g"
"oCYcaqLsGdz3GPzdFwES9w","HyfFenprdpIA4rmKu6DW3g","738408","review","4","1","0","0","2014-07-04","CfjHvqPZ8F48IGJQghmuqg"
"ybB8ElOrHtYd9IO5upZ0Kw","HyfFenprdpIA4rmKu6DW3g","738219","review","5","1","0","0","2013-10-26","Dq3ytvf1tAycoMNB9pYyiA"
"dEXihqQ-9ZufQz2LJc2-kA","HyfFenprdpIA4rmKu6DW3g","738099","review","5","3","4","2","2013-04-05","ZcHWYiOdKhaArKUsPDNIVA"
"zQXYIG80rvyBGZ7iHOp8xw","HyfFenprdpIA4rmKu6DW3g","738585","review","4","0","0","0","2015-02-05","9rJ5DbqEtAOdXl4ZxXAoug"
"0ZGYASSaLL_19uUyj_f8uw","HyfFenprdpIA4rmKu6DW3g","737988","review","5","0","0","0","2012-07-16","M-4XG_j9S2HF84DN8ACu3A"
"ayyKRQneGz_Ng04MXYaaSg","WNy1uzcmm_UHmTyR--o5IA","763841","review","4","2","2","1","2013-02-13","yuI-LH2K4FzwXxm0-0v6_A"
"U-lBTf30EfJ1a4VGaadIyw","HyfFenprdpIA4rmKu6DW3g","738647","review","3","0","0","0","2015-04-11","Cipe_JXX9L2dUZ_UggrExw"
"ozrNVWvxqNyzcrVFT1zDNQ","KpZLxHrp2PIP8tLBsPLiww","731264","review","5","1","1","0","2009-02-17","2Eub9wahNRcEoLlt2HfyoQ"
"ozrNVWvxqNyzcrVFT1zDNQ","HbUQ_3dlm3uCacmhTEMnuA","605876","review","5","1","1","0","2009-02-17","YQlHigAy-JXWBRM2W-Yyaw"
"wwdltLVjDk9iiO6pKw9PEQ","BW1JCE3Qj4uIokg7kLUL7w","776471","review","1","0","0","0","2012-09-28","Nk96u8TnSbA64wpN9rFccw"
"iBo2m0_4KuN9CSCFuwDaDw","HyfFenprdpIA4rmKu6DW3g","738611","review","5","0","0","0","2015-03-07","zaQEo-P1KLylCrOf2e4Gdw"
"dO6byb83OhydpiriFC6gYg","HyfFenprdpIA4rmKu6DW3g","737959","review","4","0","0","1","2012-05-02","88BmuVnff2vFRgah8hY9CQ"
"xYHgfEVHdQwVUTKrMf2Djg","2e2e7WgqU1BnpxmQL5jbfw","984988","review","4","2","1","2","2011-01-05","Loc1El_v-WcagsWTFl-xSw"
"xYHgfEVHdQwVUTKrMf2Djg","4bEjOyTaDG24SY5TxsaUNQ","591379","review","4","1","0","0","2011-09-10","Umnf80BG9WhNLPT0y7YKvg"
"xYHgfEVHdQwVUTKrMf2Djg","HbUQ_3dlm3uCacmhTEMnuA","606392","review","4","0","0","0","2011-07-15","5mmuqb1YKuuumisGTls3UA"
"gKQFAJ14gjnvLMxuwgyTcQ","HyfFenprdpIA4rmKu6DW3g","738840","review","4","1","1","0","2015-10-17","eKl4juhPfeHloFBSb3p79w"
"nybhw_kE7sBv73EjRmQjUg","HyfFenprdpIA4rmKu6DW3g","737845","review","4","0","0","0","2011-06-27","EeppEs726rSTv7iZDVXBXw"
"jzbdVlkV7JJw5ZPPLwRlug","K8pM6qQdYu5h6buRE1-_sw","328988","review","5","0","0","0","2014-09-25","YOJOf0fL66cs3D-WMAEZcA"
"2hr7pfQVhEik1jy1JiFhFg","YrIfgzLj0DPStJ1ESAS_Qg","938663","review","4","0","0","0","2016-07-10","AbPfdeaNafbm1ItRaLhzwQ"
"uturNkV48fOievcOqd98dw","HyfFenprdpIA4rmKu6DW3g","738002","review","5","0","0","0","2012-08-13","FaPNrhAFpZelLQ0Rv1Fpfg"
"DVUcFMX9zMVApKQKfDIEpA","HyfFenprdpIA4rmKu6DW3g","737669","review","3","0","0","0","2009-07-02","XsMsBA-BVuDTVS5dzBQA3w"
"EdDN-WY4qHdeWiTVOlirNg","CZjcFdvJhksq9dy58NVEzw","622623","review","4","0","0","0","2012-05-23","cRjBGezS4AY6jWZ8h-Ozxw"
"EdDN-WY4qHdeWiTVOlirNg","YacTpiq0ZptFcXD7I-kdGA","583389","review","2","0","0","0","2012-05-23","1j8m1flvxizdTjFt8PLNOg"
"oeTpHMGz651OSImpcCelJw","HyfFenprdpIA4rmKu6DW3g","737863","review","4","0","0","0","2011-08-30","sahg9_XFqN4GVFq0xYnI7A"
"l9cxUGMAl7GfDndW2M2c2w","HyfFenprdpIA4rmKu6DW3g","737734","review","4","0","0","0","2010-09-09","j3KsSAgh2S-BgkBVZn68XA"
"Q6RIQAAH-iB3LG6xAxvXZg","HyfFenprdpIA4rmKu6DW3g","738653","review","5","0","0","0","2015-04-20","7wAJ2N7m7K9_qzIT1V-QrQ"
"1b9vhyPZdObVhsgkX5HjQA","HyfFenprdpIA4rmKu6DW3g","738661","review","1","1","0","1","2015-04-27","XJ4pXvLGmUXhcpW_gbcOrw"
"hdCoN2XJZWD98GcqTr5IEQ","-7yF42k0CcJhtPw51oaOqQ","571769","review","5","0","0","0","2015-12-01","SVCC02V0yuhbv1ZiDxNjRA"
"tM8y4YWN5uYEaRzSZ4hcmg","8zL3V6rmFKBess3bxPLAoQ","745269","review","2","0","0","0","2015-10-19","XVBAGTwvERV_41Z4vEvhwQ"
"IIsyFl52dHtdAXFqTDUleQ","53YGfwmbW73JhFiemNeyzQ","735073","review","5","0","0","0","2014-05-04","kP_9fkq0sF15SnXZgWlrvg"
"UaelbqYK6RTVX9nh6RbglQ","SLyacGZuMUKqrQJEooSkjw","624365","review","3","0","0","0","2010-08-10","Y7FzRzsxj9OdSWB9ZUF_yA"
"UaelbqYK6RTVX9nh6RbglQ","YNQgak-ZLtYJQxlDwN-qIg","655698","review","4","0","0","0","2012-06-01","qvmS9dJ-tytU-97mxb0cVQ"
"G8OfWeWPFQs1jFuTXX8VnQ","53YGfwmbW73JhFiemNeyzQ","734892","review","5","0","0","0","2013-03-05","a1CnZmMtrLhYYYB6eaPAyw"
"8Yf8SWyLy2wNe43XD6aG6w","53YGfwmbW73JhFiemNeyzQ","734655","review","5","0","0","0","2010-09-09","kizynNMoi1Y0FPGz9320pw"
"YM5CLhJYKsx6oT9SdWYJwA","eLPld7Q17XxlclFGzZQX5g","506442","review","5","0","0","0","2010-08-13","g5mOado5HXeo3xfLAD4h7A"
"VgdDYz0-i1kDszfEu5nFdg","V1nEpIRmEa1768oj_tuxeQ","646475","review","4","0","0","0","2012-07-02","PgJUb1mhex1iy-me1oBwaw"
"VgdDYz0-i1kDszfEu5nFdg","53YGfwmbW73JhFiemNeyzQ","734837","review","3","0","0","0","2012-09-25","y0hIX_5HWANLM0keAUqe-Q"
"VgdDYz0-i1kDszfEu5nFdg","uKSX1n1RoAzGq4bV8GPHVg","853408","review","4","0","0","0","2012-06-02","SJFb7OyIK45jAHaqzvyDwA"
"bRE1qzpQX_XxaELFxNCo2w","53YGfwmbW73JhFiemNeyzQ","735210","review","5","0","0","0","2015-01-01","LLI2eWAZr9eqWZnL2nyvUA"
"ttxkr1mxHCPpJD1JZh2yCg","jf67Z1pnwElRSXllpQHiJg","433443","review","3","0","0","0","2013-12-31","3-zBKgwVASeB9o5905wfXQ"
"ttxkr1mxHCPpJD1JZh2yCg","3Q0QQPnHcJuX1DLCL9G9Cg","27682","review","3","0","0","0","2015-05-03","2wBbFKllDJML1d_egi5YTQ"
"ttxkr1mxHCPpJD1JZh2yCg","ASOiJ8MmbBTgK2D1_MQrqg","492552","review","5","1","0","0","2012-08-19","lIGxLrDyG-bfffFqmA0Ifw"
"9zuPDV5lge3dBTtYOHYvJQ","53YGfwmbW73JhFiemNeyzQ","734858","review","2","2","0","2","2012-12-18","HPVatuyEOTP0tBk28FZnJw"
"9zuPDV5lge3dBTtYOHYvJQ","_v6HIliEOn0l0YaAmBOrxw","588713","review","5","0","0","0","2012-12-16","miHKzVJZLsle8Ne6Q1UQsg"
"0XpmmyCysVcsrVAQbT5HcQ","53YGfwmbW73JhFiemNeyzQ","735246","review","3","0","0","0","2015-02-19","FeMPIZy3Z2aWpXTeCccYuw"
"z0IOBLZ_Ic63ph8beVkyww","YrIfgzLj0DPStJ1ESAS_Qg","938164","review","5","1","3","0","2013-02-13","3Gmt49gAUdoSbBAZaowBsA"
"z0IOBLZ_Ic63ph8beVkyww","8buIr1zBCO7OEcAQSZko7w","463783","review","1","10","0","4","2013-05-17","7OgqSpE_MtiqpwxDYEkNuw"
"gZl689r57Nmekv4tfOctVw","53YGfwmbW73JhFiemNeyzQ","735602","review","4","0","0","0","2016-06-27","_IWLH-TjntcZAp1aKKxr1g"
"kuP0AMnSGgkLfNSt0wOAgA","WT-v-DgQvW38DewVyTLdTA","467487","review","2","3","4","4","2008-12-23","o-L1WdM1T7ryrZlqiq0cjw"
"kuP0AMnSGgkLfNSt0wOAgA","eWPFXL1Bmu1ImtIa2Rqliw","584929","review","4","0","0","0","2008-12-31","ciHhDW_AvuH61k6dvGB9jg"
"kuP0AMnSGgkLfNSt0wOAgA","NGJDjdiDJHmN2xxU7KauuA","598498","review","4","25","25","28","2010-06-19","vWl-LuGG_I4N47SFdeIWgQ"
"kuP0AMnSGgkLfNSt0wOAgA","6LM_Klmp3hOP0JmsMCKRqQ","600553","review","3","1","1","1","2008-12-19","d816JlEm05sxdSeFSEFL1g"
"joTEGQZWez8MccC6bz8pyQ","53YGfwmbW73JhFiemNeyzQ","735217","review","5","0","0","0","2015-01-06","zmfUScEpWcUS_Hnex7BeyA"
"5nlrtBakwSSCFRAziHdwsg","53YGfwmbW73JhFiemNeyzQ","735372","review","5","0","0","0","2015-09-13","8vePWNZaW838ZEJsqYtCJg"
"uiUlkKyvQbqbtlaGhfBC6A","rZbHg4ACfN3iShdsT47WKQ","697614","review","5","0","0","0","2016-03-29","sC5JezihdsW0kwi0aKZEuw"
"vszWnV-0eb3w-uueB1D9Xw","53YGfwmbW73JhFiemNeyzQ","735171","review","5","0","0","0","2014-10-22","_U7Fy7FVzbjzj1EiGhIdhA"
"K3NRb6VHTiflKj6eiV3PpA","eLPld7Q17XxlclFGzZQX5g","506542","review","5","1","0","0","2011-04-22","O30D4uaZGfoEYpxWIQd65Q"
"KFLg5vUZm8TV4deHGzUoMQ","53YGfwmbW73JhFiemNeyzQ","734975","review","5","0","0","0","2013-10-02","7OA-GXxg3WeIt2v3lp-7qQ"
"KFLg5vUZm8TV4deHGzUoMQ","QnAzW6KMSciUcuJ20oI3Bw","946587","review","5","0","1","0","2013-05-15","X-ha_v3OdEaoh9dseJQlOQ"
"KFLg5vUZm8TV4deHGzUoMQ","uKSX1n1RoAzGq4bV8GPHVg","853531","review","5","0","0","0","2013-05-15","yTj-jbM2ciXaPQaHbKFZDA"
"p0tk5u-8YylTbkxmNkfuXg","53YGfwmbW73JhFiemNeyzQ","734596","review","4","0","0","0","2009-10-30","oq4D25BIZ74-EAOXhsF6TA"
"p0tk5u-8YylTbkxmNkfuXg","53YGfwmbW73JhFiemNeyzQ","734601","review","4","0","0","0","2009-11-29","RJhWjRmSOZc1TF84AaGIEw"
"toIcEb6pBPBHGeRVRJAUVg","z3SyT8blMIhsZNvKJgKcRA","802615","review","4","2","0","0","2011-08-05","Xva8_Wpy08FPVm4qOh-58w"
"3OcMMrtXPaCGC2mrefkuuQ","53YGfwmbW73JhFiemNeyzQ","735017","review","5","0","0","0","2014-01-18","l0uQBS5CBrQAzosKucplQw"
"hpSXX0T80dpiTHeOIphFHA","53YGfwmbW73JhFiemNeyzQ","734715","review","5","2","0","0","2011-04-25","wP-dMf5wpAEIg0GZB2PzPg"
"FtO5UXI0WY9aZq40_pi1UQ","CZjcFdvJhksq9dy58NVEzw","621667","review","5","2","1","2","2009-08-26","IzI6_sLKKqOTtIrHcH1ULw"
"FtO5UXI0WY9aZq40_pi1UQ","uJYw4p59AKh8c8h5yWMdOw","935120","review","4","2","2","1","2009-08-26","HYKkeqvQPauCoiZItr8nPA"
"FtO5UXI0WY9aZq40_pi1UQ","iXA8Y2bzvZo8MjALfZxrIg","649986","review","4","1","1","1","2009-06-12","V7ZSbkeEhl93-xd3MqogJQ"
"FtO5UXI0WY9aZq40_pi1UQ","KpZLxHrp2PIP8tLBsPLiww","731310","review","5","4","4","3","2009-08-26","zXxfJP1kf9K-d4uWWX0lRA"
"FtO5UXI0WY9aZq40_pi1UQ","KJnVuzpveyDrHARVNZaYVg","265671","review","1","2","1","3","2009-08-26","AXg4cvhJ_Nq4-XgQqhL6zw"
"FtO5UXI0WY9aZq40_pi1UQ","eWPFXL1Bmu1ImtIa2Rqliw","585016","review","4","4","2","1","2009-08-26","gyFljRCMM3TVj6Is8vG8GQ"
"FtO5UXI0WY9aZq40_pi1UQ","4bEjOyTaDG24SY5TxsaUNQ","590549","review","3","4","3","2","2009-08-25","gO-pZXXbYt7U5IrVBLmVog"
"YaR3RQmSjaF0ttiDx9unjw","ASOiJ8MmbBTgK2D1_MQrqg","492419","review","5","3","0","0","2011-09-01","XZan0R94GBWn7UqvOJWwuw"
"-bDXdqLuns_mK_6bQGvB0Q","HyfFenprdpIA4rmKu6DW3g","737907","review","4","0","0","0","2011-12-12","NRPzrfcrniwEVpq77O1O3A"
"gGbN1aKQHMgfQZkqlsuwzg","53YGfwmbW73JhFiemNeyzQ","734669","review","4","0","0","0","2010-11-16","jyznYkIbpqVmlsZxSDSypA"
"MAMUr8UEJpoy9VZwpBwn2w","DUdBbrvqfaqUe9GYKmYNtA","582421","review","3","0","0","0","2015-01-26","mXN1rgaw22SqJL5ocLhelA"
"SXZ2aXdMGYeDdZuQMuF5Ew","53YGfwmbW73JhFiemNeyzQ","735384","review","3","2","1","0","2015-10-06","f8iFu9UGad1alELcCcMLyQ"
"ChN9DVAAoNHUY6JljBcPqg","BW1JCE3Qj4uIokg7kLUL7w","776305","review","4","2","2","1","2011-04-17","xQZU63yTJ4cPuMfzg3OngQ"
"ChN9DVAAoNHUY6JljBcPqg","Q_Rwcv9APBLggk2KAsBEvg","505037","review","3","1","2","0","2011-04-18","VBuYWRaHIU4W9uE90ne7eg"
"MFrW5ZjObpkGKqdutadu1Q","53YGfwmbW73JhFiemNeyzQ","734701","review","4","0","0","0","2011-03-23","xfnf8dQWbR3WH0S-ANmi5Q"
"cOIsoQlJMvO0TzYDLEUprg","4UVhuOLaMm2-34SrW8y-ag","228796","review","4","1","3","0","2012-08-09","E3WMUDNqmiZKRsFgV19DOQ"
"tlM0-Mawroa7B-wxlqwzrw","adv1-kA6k2N4L-e4zULuNg","884423","review","4","0","0","0","2014-11-15","GTOuKlGfNRQwbYB7jhzPDA"
"MWBpd_rb2d8nPy_gwtVrZw","53YGfwmbW73JhFiemNeyzQ","735576","review","5","0","0","0","2016-05-18","Y0kLgFsDlo8EdZPJ4fc7Aw"
"3y52Koja8Qtodgg9CfQgBg","53YGfwmbW73JhFiemNeyzQ","735255","review","5","0","0","0","2015-03-06","V3cIRX9ef29Q801S035RmA"
"X3TVgKqX8RKH5FsXqBMcaA","ngNvH4sxnH9aMukTZ67R_Q","665656","review","4","0","0","0","2015-08-30","rOsZj7bgUSgtFS7OHFrizQ"
"q539KOLRnr1ma_WKik1CEQ","53YGfwmbW73JhFiemNeyzQ","735453","review","5","0","0","0","2016-01-12","wc3uWUhdtgJwZV2X_ypYzQ"
"HXxUVMnr4yj_UJe1ptDvOg","53YGfwmbW73JhFiemNeyzQ","734895","review","4","0","0","0","2013-03-11","KUBH5RjlYV1cNZRJ8sYoGg"
"J-BW6lVIwooPciDQJ5CJHA","FHqwLwpLjUjeLP-IdG_o_w","626435","review","3","0","0","0","2012-07-25","rPRho_2C7jZIN6wHEsDTWw"
"xpNt7BF8JEBb0I7OiKXUWQ","53YGfwmbW73JhFiemNeyzQ","734694","review","5","0","0","0","2011-02-28","fNTqc2eGFU-68s6QeK_MuA"
"NWh7AAPcOmAKSFOfukEsSw","V1nEpIRmEa1768oj_tuxeQ","646543","review","4","0","0","0","2013-01-09","CUD7p5wvKYzgnoAL-kbvgw"
"7Pb7Q3Z2xyf3kiMUvONZhQ","53YGfwmbW73JhFiemNeyzQ","734902","review","5","0","0","0","2013-03-23","dbWO0pySr9raXmTMvKR0RQ"
"kA5V6p3KKF8rj1oKDBA_hg","53YGfwmbW73JhFiemNeyzQ","735336","review","4","0","0","0","2015-07-01","PMFfggiS1iy9yAdPyuChjg"
"KXk-zqUXmKzP_xrUi0RSlQ","TWD8c5-P7w9v-2KX_GSNZQ","604813","review","1","1","0","0","2016-07-03","0lGTHviWbmSFMOvMFFIYKA"
"zLwdP7TJ949Pm15i5Mwd2A","QnAzW6KMSciUcuJ20oI3Bw","947186","review","3","0","0","0","2016-02-11","5PUwobB0dCJWYH9Mb-tbow"
"BVKwozTyYAmTlAMjb7202A","53YGfwmbW73JhFiemNeyzQ","735457","review","5","0","0","0","2016-01-18","Us9KBk1L34dDJxBZKrKkaw"
"L8PMoXLUptIizXwpQCxAFw","53YGfwmbW73JhFiemNeyzQ","735292","review","5","0","0","0","2015-05-01","X-hGFEgw8PXtyBitsbuCWQ"
"wp0VEm7EneDqzfI4TRUYYQ","53YGfwmbW73JhFiemNeyzQ","735465","review","5","0","0","0","2016-01-25","GwMKOyPqVQRd12A30TpCHg"
"PPsz5pam0yZEFd7g46hNGQ","53YGfwmbW73JhFiemNeyzQ","735140","review","5","0","0","0","2014-08-27","6xPRA-7qL7kwznQrRaxgAg"
"urn5wBRXvy5TwDHBlxG92A","53YGfwmbW73JhFiemNeyzQ","735081","review","5","0","0","0","2014-05-15","J200ApL707QS03dyFsuUPg"
"179Mn7wtR_8V1IPYTnFHGA","WT-v-DgQvW38DewVyTLdTA","468476","review","4","0","0","0","2015-07-11","jqnHw_lOQhY55w0J3Qz4uQ"
"179Mn7wtR_8V1IPYTnFHGA","8zL3V6rmFKBess3bxPLAoQ","745207","review","5","1","2","1","2015-07-11","boZXZrTQ0gppe_2PwkNd5Q"
"9nGrf3SbG44K3Zi8uDovkQ","53YGfwmbW73JhFiemNeyzQ","735112","review","5","0","0","0","2014-07-11","VnG7Ch752ddmufEBURFvbg"
"HrypiePs3C1PWGjACVUUtQ","DO3Gk17RyJVW7zYMCtYPnw","558926","review","5","0","0","0","2015-01-11","9TI2lmlRLv1nhSD089FWTA"
"yxuwARYFW9tjs_T3R2iDSQ","53YGfwmbW73JhFiemNeyzQ","735517","review","5","13","11","8","2016-03-20","Sj7rkRjMX1UD2B48WF6f4w"
"z2mzWeWTo7pvGkYFx9_zIw","53YGfwmbW73JhFiemNeyzQ","735253","review","5","1","0","0","2015-03-04","jQ2qIOWsbA_LNu3c5IipyQ"
"q0ARdiAv4ZxTyYdE0NWvHQ","-7yF42k0CcJhtPw51oaOqQ","571613","review","5","0","0","0","2015-06-21","8IncD8uo1Kmm3dwXeyxf1A"
"4vHwzh6tgVPqZKu8J3jbnw","53YGfwmbW73JhFiemNeyzQ","735603","review","1","0","0","0","2016-06-29","V_6fbto_LLktphLjY-Lv5A"
"NH1eCD7bg1KA8tjQpkY4Fw","53YGfwmbW73JhFiemNeyzQ","735580","review","4","0","0","0","2016-05-27","GKnXts07fh_SST_EnYXOXA"
"o4V7vMiYGJXGlNF3OVvY5g","53YGfwmbW73JhFiemNeyzQ","735122","review","5","0","0","0","2014-07-27","S-CRFK9st4JRA9n98A8Qkg"
"o4V7vMiYGJXGlNF3OVvY5g","2e2e7WgqU1BnpxmQL5jbfw","986109","review","4","0","0","0","2012-04-22","XwDzsnuXcrTN9n7av4fCVQ"
"nrrGP4F_ACRtxr188rTwnA","eWPFXL1Bmu1ImtIa2Rqliw","584942","review","2","0","1","0","2009-01-24","l07ku6QW6q4kGWTzKw7T5w"
"JD3z-9vEsVFX6tyciRw6sg","PqTX5j9yfsPbd1qQCA1EwA","627506","review","1","6","2","3","2008-06-30","Fj9E5j9m8u3MKQg26hQqwA"
"JD3z-9vEsVFX6tyciRw6sg","tqu42L0qXzkvYKSruOz0IA","475954","review","4","2","2","4","2008-03-16","gWcxd-qWCV78juFLSHpdPg"
"JD3z-9vEsVFX6tyciRw6sg","DJlb6DLzT1yK5ipnL2I1dA","641465","review","5","3","3","3","2008-06-30","8EoVTtJkGdm7Nsr78r4tmA"
"JD3z-9vEsVFX6tyciRw6sg","YacTpiq0ZptFcXD7I-kdGA","583133","review","5","0","0","0","2010-07-18","6_h_n00VWjoyr4Xgfm3nHA"
"JD3z-9vEsVFX6tyciRw6sg","TWD8c5-P7w9v-2KX_GSNZQ","603080","review","5","1","1","1","2008-03-10","OtToYJTBc4ksbGoJCVoqAQ"
"JD3z-9vEsVFX6tyciRw6sg","eP9T-2a94ChFAl1Rd2R0jg","929763","review","4","2","2","5","2010-07-06","kZdgbcNqeas2MTKW8AERuw"
"qe6fWewlqnnY-yZ2k89zWA","53YGfwmbW73JhFiemNeyzQ","735256","review","5","0","0","0","2015-03-08","WfHOukj9uNNkMcO69ew_zQ"
"-DRza4wuHHWfQx5HcG6qaw","53YGfwmbW73JhFiemNeyzQ","735583","review","5","0","0","0","2016-05-29","yqvhHWihsmR5dtUDbuBEqA"
"-DRza4wuHHWfQx5HcG6qaw","53YGfwmbW73JhFiemNeyzQ","735142","review","4","1","0","0","2014-08-30","qYlHdsDPLEBEays9B6sJcA"
"-DRza4wuHHWfQx5HcG6qaw","uKSX1n1RoAzGq4bV8GPHVg","853768","review","4","0","0","0","2014-09-25","rQzBOp3c1SrBGie13ipjqA"
"j-WSzil0FCsvZjmPu1CxYA","TWD8c5-P7w9v-2KX_GSNZQ","603728","review","2","2","1","1","2012-07-28","aJVXKltORIjCyW3iQ3xLDg"
"S6NrF2WuiJXp9BbWEDpcHQ","53YGfwmbW73JhFiemNeyzQ","734857","review","5","1","0","0","2012-12-17","HXkl61k-YdciiLazYWnHgQ"
"S6NrF2WuiJXp9BbWEDpcHQ","uKSX1n1RoAzGq4bV8GPHVg","853293","review","4","0","0","0","2011-06-09","23EBINHD0Ifhff_n2Puuhg"
"VlargZ4j_P1hvjxT-7Uu5g","53YGfwmbW73JhFiemNeyzQ","735438","review","5","0","0","0","2015-12-20","lEGwG5_QXlPqANtUmrsUIw"
