"id","label","name","city","state","stars","latitude","longitude","review_count","full_address","analytic_degree_total","analytic_degree_out","analytic_degree_in","average_stars","yelping_since","fans","votes.useful","votes.cool","votes.funny"
"aGbjLWzcrnEx2ZmMCFm3EA","business","Gordon Ramsay BurGR","Las Vegas","NV","4","36.1101083959134","-115.172338485718","4620","Planet Hollywood Las Vegas Resort & Casino 3667 Las Vegas Blvd S The Strip Las Vegas, NV 89109",0,0,0,"","","","","",""
"A3Jv-FFRsDEWXxKJ6ZIxfg","business","Gordon Ramsay Pub & Grill","Las Vegas","NV","3","36.1177282040682","-115.175818301358","1875","Caesars Palace Las Vegas Hotel And Casino 3570 Las Vegas Boulevard South The Strip Las Vegas, NV 89109",0,0,0,"","","","","",""
"ZP6qFq7LUh6Tr7WHPoOW6g","business","eat.","Las Vegas","NV","4","36.166723","-115.13894","1511","707 Carson Ave Downtown Las Vegas, NV 89101",0,0,0,"","","","","",""
"mDdqifuTrfXAOfxiLMGu5Q","business","Gordon Ramsay Steak","Las Vegas","NV","4","36.1128823357337","-115.171270357431","2441","Paris Las Vegas Hotel & Casino 3655 Las Vegas Boulevard South The Strip Las Vegas, NV 89109",0,0,0,"","","","","",""
"05fTEsjUPVo5jks8PpNKCQ","business","Rollin Smoke Barbeque","Las Vegas","NV","4.5","36.1321763","-115.177067","1844","3185 S Highland Dr Las Vegas, NV 89109",0,0,0,"","","","","",""
"AeKTQBtPRDHLAFL9bzbUnA","business","Sushi House Goyemon","Las Vegas","NV","4","36.0950586541056","-115.208877933174","1426","5255 S Decatur Blvd Ste118 Las Vegas, NV 89118",0,0,0,"","","","","",""
"eI28wIzw6ZclI9jGXhtbow","business","Absinthe","Las Vegas","NV","4.5","36.1139645170434","-115.17434770636","1286","Flamingo Rd The Strip Las Vegas, NV 89109",0,0,0,"","","","","",""
"MuIXnv7Oq7X3-4aEsp9dDA","business","Citizen Public House","Scottsdale","AZ","4.5","33.49821","-111.927963","1324","7111 E 5th Ave Ste E Scottsdale, AZ 85251",0,0,0,"","","","","",""
"Ht8mXLuqJSTPrU9kvzosUA","business","Marquee","Las Vegas","NV","3.5","36.109779","-115.173874","1955","The Cosmopolitan 3708 S Las Vegas Blvd The Strip Las Vegas, NV 89109",0,0,0,"","","","","",""
"zt1TpTuJ6y9n551sw9TaEg","business","Wicked Spoon","Las Vegas","NV","3.5","36.1098756592764","-115.175163842358","4967","The Cosmopolitan of Las Vegas 3708 Las Vegas Blvd S The Strip Las Vegas, NV 89109",0,0,0,"","","","","",""
"pVH6ngKnMdJSpkFEw0XKlQ","business","TACOS EL GORDO","Las Vegas","NV","4.5","36.1584751","-115.1265495","1075","1724 E Charleston Blvd Downtown Las Vegas, NV 89104",0,0,0,"","","","","",""
"H_SuH7uLiYahDMbNBB9kog","business","KoMex Fusion","Las Vegas","NV","4.5","36.179939","-115.206417","1124","633 N Decatur Blvd Ste H Las Vegas, NV 89107",0,0,0,"","","","","",""
"QRXv7Jvq_SuiiT_SKvbdig","business","STK Las Vegas","Las Vegas","NV","4","36.109699457047","-115.1744150304","1091","The Cosmopolitan of Las Vegas 3708 Las Vegas Blvd S The Strip Las Vegas, NV 89109",0,0,0,"","","","","",""
"PXviRcHR1mqdH4vRc2LEAQ","business","Bachi Burger","Las Vegas","NV","4","36.0427979056495","-115.153225035059","2622","470 E Windmill Ln Ste 100 Southeast Las Vegas, NV 89123",0,0,0,"","","","","",""
"vT12uXtdBQ10_lUcl-M40w","business","Bally's Las Vegas Hotel & Casino","Las Vegas","NV","3","36.1140241391932","-115.170892579166","1284","Bally's Las Vegas Hotel & Casino 3645 Las Vegas Boulevard South The Strip Las Vegas, NV 89109",0,0,0,"","","","","",""
"AtjsjFzalWqJ7S9DUFQ4bw","business","The Cosmopolitan of Las Vegas","Las Vegas","NV","4","36.1099146155164","-115.174642483017","3228","3708 Las Vegas Blvd S The Strip Las Vegas, NV 89109",0,0,0,"","","","","",""
"1U1GRksKXF7q8FKcW0e5VQ","business","Mastro's Ocean Club","Las Vegas","NV","4.5","36.1083176","-115.174085","1027","3720 South Las Vegas Blvd Ste 244 The Strip Las Vegas, NV 89158",0,0,0,"","","","","",""
"QbmcCE_cLq4WO8ZMKImaLw","business","Hash House A Go Go","Las Vegas","NV","4","36.11788299478","-115.171244539805","3577","The LINQ Hotel & Casino 3535 Las Vegas Blvd S The Strip Las Vegas, NV 89109",0,0,0,"","","","","",""
"UrIT2RgnCg3OfRBr9J3h7w","business","La Banquise","Montréal","QC","4","45.525304","-73.574703","1017","994 Rue Rachel Est Plateau-Mont-Royal Montréal, QC H2J 2J3",0,0,0,"","","","","",""
"zTCCbg7mGslxACL5KlAPIQ","business","The Buffet at ARIA","Las Vegas","NV","3","36.107406","-115.17698","1552","ARIA Resort & Casino 3743 Las Vegas Blvd S The Strip Las Vegas, NV 89109",0,0,0,"","","","","",""
"vxxMqBaAHuWdx4impsLSSA","business","Studio B Show Kitchen Buffet","Henderson","NV","4","35.965446601579","-115.169003204081","1746","The M Resort Spa & Casino 12300 Las Vegas Blvd Henderson, NV 89044",0,0,0,"","","","","",""
"oFvqnJNxHguP3iBj-jZUGA","business","Fountains of Bellagio","Las Vegas","NV","4.5","36.113027796168","-115.17394931252","1060","Bellagio Las Vegas 3600 S Las Vegas Blvd The Strip Las Vegas, NV 89109",0,0,0,"","","","","",""
"WIlklz81DcJkUWJThbnJbQ","business","Vdara Hotel","Las Vegas","NV","4","36.1092406","-115.1784884","1963","Vdara Hotel And Spa 2600 W Harmon Ave The Strip Las Vegas, NV 89158",0,0,0,"","","","","",""
"K8dQr_82-DMpDudEv8PDmw","business","Egg Works","Las Vegas","NV","4.5","36.072421","-115.11687","1173","2490 E Sunset Rd Southeast Las Vegas, NV 89120",0,0,0,"","","","","",""
"Es300Ys1XXPYg8aI7BKVYQ","business","XS Nightclub","Las Vegas","NV","4","36.12714","-115.162956","2794","3131 Las Vegas Blvd S Las Vegas, NV 89109",0,0,0,"","","","","",""
"YKOvlBNkF4KpUP9q7x862w","business","The Mission","Scottsdale","AZ","4","33.492287","-111.924273","1326","3815 N Brown Ave Scottsdale, AZ 85251",0,0,0,"","","","","",""
"ryvMJK6AlbU35HKrlFT61w","business","Texas de Brazil","Dallas","TX","4","36.0701358","-115.1753479","1008","2952 N Stemmons Fwy Southeast Dallas, TX 75247",0,0,0,"","","","","",""
"SHfUGBOznEtDhK6WbVrvIw","business","Schwartz's","Montréal","QC","4","45.5163732056194","-73.5775374957008","1474","3895 Boulevard Saint-Laurent Plateau-Mont-Royal Montréal, QC H2W 1X9",0,0,0,"","","","","",""
"xNcqwYAUeVOhe3KNC4Xjaw","business","Raku","Las Vegas","NV","4.5","36.1264365990955","-115.209546089172","1094","5030 Spring Mountain Rd Chinatown Las Vegas, NV 89146",0,0,0,"","","","","",""
"NsnZ5GhagXBKrCOelxVQxw","business","SUSHISAMBA - Las Vegas","Las Vegas","NV","4","36.1239774361444","-115.167756725104","1727","3327 Las Vegas Blvd The Strip Las Vegas, NV 89109",0,0,0,"","","","","",""
"naLrErBuJr9IWd6_rv6-XQ","business","CUT","Las Vegas","NV","4","36.122272489039","-115.1686307891","1066","The Palazzo 3325 Las Vegas Blvd S The Strip Las Vegas, NV 89109",0,0,0,"","","","","",""
"5paMI5Hhciyl09yGpzdoJw","business","The Palazzo Las Vegas","Las Vegas","NV","4","36.1239419535766","-115.167752796129","1940","3325 South Las Vegas Boulevard The Strip Las Vegas, NV 89109",0,0,0,"","","","","",""
"4yzz4teWTdXdWH-cVffpxA","user","E","","","","","","54","",,,,"4.65","2011-10","2","128","25","21"
"LfnBGSZm3wCrjrCpWE3AeQ","user","j","","","","","","48","",,,,"3.4","2009-08","1","97","28","16"
"YBaZItnbO642gpGkAUS90g","user","Katie Jane","","","","","","95","",,,,"4.32","2014-01","5","140","87","46"
"1ScT0LvxY-969E5NKt3FHg","user","Sue","","","","","","62","",,,,"3.33","2007-08","1","56","11","8"
"yLtO0VH4kYGNjWtzbRiwQw","user","Jay","","","","","","39","",,,,"3.92","2008-06","2","27","15","3"
"tZ6ZjynEpWte6LzcKzR4eA","user","Jim","","","","","","35","",,,,"2.77","2013-02","0","33","8","12"
"7E_XUGH5x5s-b7Qo7vAGfA","user","Talar","","","","","","164","",,,,"4.12","2011-01","3","254","73","70"
"DAcgOy_Tkc5hAO_nmf5TjA","user","Olivia","","","","","","8","",,,,"5","2014-05","0","2","0","0"
"y5fbStuA_XUqHDbZHAzzzA","user","Janneth","","","","","","7","",,,,"4.83","2011-03","0","1","1","1"
"wLLA-Dwqu-tdPHMFnQIZXA","user","Danny","","","","","","4","",,,,"4.75","2011-05","0","0","0","0"
"oXuf9ZYDv2x_cjTo6E4q9A","user","Nhat","","","","","","17","",,,,"3.59","2008-11","0","11","5","9"
"CIdH-i7R5IMXghPC1nUYww","user","Christina","","","","","","45","",,,,"3.96","2011-04","3","32","13","11"
"dC2YYxagPgZs_aFRSPi1gw","user","Jody","","","","","","64","",,,,"3.88","2010-05","4","37","4","0"
"gxzeV_dg6oYAwM3IgrbHzw","user","Dan","","","","","","6","",,,,"3.67","2011-01","0","3","0","0"
"o8EyJWjdWZ7iEmjGs1pwZQ","user","duo","","","","","","12","",,,,"4","2009-01","0","5","3","5"
"bgXbNi5DO4WypL-B9FtO5Q","user","Erin","","","","","","91","",,,,"3.94","2011-05","1","89","34","35"
"g0Zx12edXjfrqUtlRl78Mg","user","Don","","","","","","7","",,,,"3.57","2011-01","0","7","2","0"
"J9BVbwohT3vj1w_n9Krv8Q","user","Samantha","","","","","","10","",,,,"4.1","2010-12","1","17","9","0"
"Z-6V_apU4dD8N_r-r8Tpcg","user","Josie","","","","","","80","",,,,"3.31","2007-08","10","173","111","85"
"A4kwAQw80jLRyo-kEsqhZw","user","Will","","","","","","64","",,,,"3.77","2007-08","1","16","9","26"
"_iP_KZylVL2pIGwPKRVHgw","user","Anne","","","","","","4","",,,,"4","2012-04","0","6","0","1"
"g9SaXx6-H3I72G3bmtTCfw","user","Patty","","","","","","563","",,,,"4.02","2008-12","18","713","321","159"
"KvYdfR1eo1geOeg17gX0Kw","user","Danny","","","","","","5","",,,,"3.6","2010-08","1","35","12","14"
"0ozfjYVuLqbJ2he5Mj0u3g","user","Josh","","","","","","6","",,,,"5","2014-05","0","1","0","1"
"mJN_umZ9V8G4RJR4U4DwEw","user","christine","","","","","","33","",,,,"3.85","2007-10","0","58","19","11"
"5aJpIJker635FNHV2vNhoQ","user","Cindy","","","","","","3","",,,,"3","2015-08","0","0","0","0"
"ZeBh_jBL4DLUixV91U_R0Q","user","leena","","","","","","244","",,,,"4.09","2006-10","12","679","325","324"
"EOrDvbkTLZV2KrBUbFU_DQ","user","Edith","","","","","","48","",,,,"4","2015-05","0","71","37","37"
"ZU6Z_pSq0Pc5d-StS1Jc4w","user","Adrienne","","","","","","38","",,,,"4.71","2010-03","0","5","4","4"
"6myuhSq5NI-GPVHZJYX22w","user","Bradley","","","","","","169","",,,,"3.4","2011-04","2","273","122","122"
"tu090BNGs7R81ts1YYAzag","user","Matthew","","","","","","107","",,,,"3.91","2008-01","2","166","86","80"
"NaoraJ9U-fSpqhgjYxYAug","user","Greg","","","","","","17","",,,,"3.11","2008-08","0","12","1","3"
"89gT5uOi5BV1onWdyqyzxQ","user","JT","","","","","","14","",,,,"2.4","2009-07","0","4","3","3"
"3f-RP2-EE94eifGnepUBpg","business","Cirque du Soleil - The Beatles LOVE","Las Vegas","NV","4.5","36.1213235673059","-115.174956321716","1647","The Mirage Hotel & Casino 3400 Las Vegas Blvd S The Strip Las Vegas, NV 89109",1407,0,1407,"","","","","",""
"qb3Wqie_TpfYJ4u6F2jgVg","user","pablo","","","","","","23","",,,,"3.48","2010-05","1","7","2","4"
"WbmPqGcDXlknTmXz4s0v_Q","user","Thu","","","","","","152","",,,,"3.74","2010-09","7","245","150","150"
"DQ-haMF88CAIkud_CWhfOw","user","Franco","","","","","","9","",,,,"3.67","2014-11","0","6","0","2"
"3hGBtvT5yrFMyLXubgVVSQ","user","Alan","","","","","","76","",,,,"3.42","2013-08","1","95","16","19"
"DKQN8-lZlABn9GmokyABkA","user","Lauren","","","","","","14","",,,,"4.07","2010-12","1","7","3","3"
"0uziRx3qfVs7rag5ToZ_0w","user","Peter","","","","","","15","",,,,"4.13","2013-09","0","30","23","14"
"w78RZMdn1qyEc1pHPajhbA","user","Tyson","","","","","","110","",,,,"3.19","2009-04","2","195","147","224"
"tj9axShvaGxyintPWsCvAw","user","Celine","","","","","","17","",,,,"3.88","2009-03","1","9","3","4"
"htPALOz2LtAoA-6gn0DF4A","user","Matt","","","","","","14","",,,,"4.43","2013-01","0","5","1","1"
"pmr09gxYj5yK4dCPBYJaXQ","user","JC At Sls","","","","","","2","",,,,"4.5","2012-12","4","7","7","1"
"giUCE2ePjlelf1iwO50a3w","user","Aditya","","","","","","6","",,,,"1.83","2015-11","0","0","0","0"
"X0eOsI3AHe4IS8I3LMVH5g","user","Mackenzie","","","","","","13","",,,,"4.77","2011-11","1","3","2","0"
"uM1ioFBYtjwPabAN4GXL-g","user","nick","","","","","","45","",,,,"3.7","2007-07","2","95","85","100"
"hy86JlgNqxbSLVMevdiudw","user","Mandy","","","","","","59","",,,,"4.03","2011-05","2","49","21","12"
"oOY_L38zEacg4dMGkz0MPA","user","Mickey","","","","","","2","",,,,"4.5","2010-03","0","0","0","0"
"_w3B4huFj0UxZF8Qn4hogQ","user","Jase","","","","","","3","",,,,"3","2013-06","0","3","0","0"
"q8oV9k_vOWoO1l8491BeMQ","user","Dylan","","","","","","14","",,,,"4.71","2009-09","0","9","5","0"
"IozTfWT90gIEq3p4WOhM0w","user","Courtney","","","","","","145","",,,,"4.11","2011-06","17","574","419","348"
"7iqOuKvvNIqYTiwsvjh5Vw","user","Terry","","","","","","21","",,,,"2.52","2007-10","0","8","2","2"
"oy1oE-8llqZQIVx80M415g","user","Paul","","","","","","706","",,,,"3.84","2009-05","11","840","364","233"
"TxLMgGTalREPnQd1d5sXNw","user","Bill","","","","","","15","",,,,"4.33","2011-08","0","19","4","1"
"IF5NQUxyFeN-mzz5_PlCdQ","user","Christina","","","","","","129","",,,,"3.64","2009-09","10","276","187","136"
"JFAdTlFkurs2xxBtG8xXYQ","user","See","","","","","","172","",,,,"3.75","2010-06","8","129","55","52"
"N85sArIo_F0a24IrwBSQDA","user","Keiz","","","","","","132","",,,,"3.91","2013-03","1","33","20","5"
"75SO8T_kJ6zjTHVrzfl4fw","user","Peaceful","","","","","","22","",,,,"3.18","2014-05","0","24","2","5"
"_LbIDDVsRUTPSDiNRhjecw","user","Trevor","","","","","","134","",,,,"3.58","2009-08","3","77","29","47"
"RYhFqBervkGI3v6cjMMf8g","user","T.ess","","","","","","73","",,,,"4.04","2012-10","3","69","25","32"
"2fmj5ng3irLWTr7CKrSxxA","user","Emiko","","","","","","330","",,,,"4.37","2009-12","18","759","543","451"
"6fEHqBEAg2g0cLm9FiZTNw","user","LC","","","","","","10","",,,,"4.33","2010-09","0","8","4","2"
"WfBGiU_Hs1E9-1tl2YWMMQ","user","Jennifer","","","","","","9","",,,,"3.78","2011-02","0","7","0","0"
"IeBViCCBAes6kzmuIfowRg","user","Andrew","","","","","","7","",,,,"3.57","2010-08","1","2","1","3"
"bIY43hsLRkQLA-LisDZgcQ","user","Chris","","","","","","211","",,,,"4.32","2008-11","4","172","76","96"
"XfhETxbpsl1X2j9FGfWJ_Q","user","Brenda","","","","","","21","",,,,"3.9","2015-12","2","11","3","0"
"YY7qnnxnPNMemmNeY1QMCw","user","Donald","","","","","","23","",,,,"4.13","2011-09","0","18","1","2"
"9c2ubuI2PXgGuj0l6H6dOw","user","Ross","","","","","","28","",,,,"3.25","2009-03","0","20","11","12"
"2e2e7WgqU1BnpxmQL5jbfw","business","Earl of Sandwich","Las Vegas","NV","4.5","36.10993","-115.170862","4687","Planet Hollywood Resort & Casino 3667 Las Vegas Blvd S The Strip Las Vegas, NV 89109",4103,0,4103,"","","","","",""
"EnJhNK01Jl6v-0kw9u4lJg","user","Miranda","","","","","","42","",,,,"3.55","2012-12","3","88","58","65"
"V6ZW9EFqvWRdsmG9cFRM6Q","user","Ryan","","","","","","16","",,,,"3.25","2013-04","0","3","0","1"
"YUXVJ55De7C6y5dtFvtJnQ","user","Fat","","","","","","3","",,,,"3.33","2014-05","0","0","0","0"
"2x6cbnfDfn77Skux-LGOfQ","user","Eric","","","","","","10","",,,,"4.6","2012-01","0","3","3","0"
"Ov0PN83FFZAQPYp4N73rJQ","user","Billie","","","","","","3","",,,,"4","2010-11","0","2","0","0"
"7XpDDZPD2eG5JqY8EBJCog","user","Sharon","","","","","","5","",,,,"4","2014-12","0","3","1","0"
"7DerHvOIX_t9xLFyXFEbCA","user","Lorena","","","","","","7","",,,,"4.57","2010-08","0","5","1","5"
"il0RS0Zbm580n5JVW4tbxg","user","Chanelle","","","","","","58","",,,,"3.76","2012-07","1","99","11","7"
"tCE94_QOOMb-ArvnOjnbRw","user","Jason","","","","","","3","",,,,"5","2014-03","0","0","0","0"
"u1KWcbPMvXFEEYkZZ0Yktg","user","robin","","","","","","23","",,,,"3.77","2009-09","1","31","2","5"
"FiIDjmxqs7dC-d3yB24YXQ","user","Mark","","","","","","28","",,,,"3.62","2013-04","0","2","0","0"
"MKyHlDIrXOrq0shg6zBgAg","user","Sarah","","","","","","4","",,,,"3.75","2016-07","0","3","0","0"
"5qLhcyv18LUQ2Th08JHTrw","user","Michelle","","","","","","4","",,,,"5","2013-10","0","0","1","1"
"aI0PxBCynHBI5JWbWZSUxA","user","Amanda","","","","","","2","",,,,"3","2016-04","0","0","0","0"
"Ixkhr8FpKwcC07Lxqm878g","user","John","","","","","","2","",,,,"5","2016-06","0","2","0","0"
"pRSza8BXIJ41PyDu6F3byg","user","Ali","","","","","","16","",,,,"4.25","2016-04","0","2","0","0"
"51JuJ96DssLCVww8MQunbA","user","Deb","","","","","","46","",,,,"3.56","2014-09","1","12","3","2"
"HP_xZYNC5XK-VyNrnHbtRQ","user","Maggie","","","","","","112","",,,,"3.5","2008-06","8","441","220","128"
"QlXCdL-TiC9M2Bss2qVxBA","user","Gina","","","","","","12","",,,,"4.38","2013-02","1","3","1","0"
"am6pZz5cKEQPrhGkwSCwGQ","user","Chloe","","","","","","31","",,,,"4.27","2013-07","2","74","40","10"
"DLRwQb-cP63wnq3GjYFpNQ","user","Mary","","","","","","17","",,,,"3.12","2012-11","0","12","0","4"
"5uebH-x0Y95YORwzpXhnqQ","user","Unknown","","","","","","4","",,,,"2.33","2015-09","0","1","1","0"
"FPljkW6R0DXXbMFfKtTCXQ","user","Michael","","","","","","69","",,,,"3.07","2007-06","3","108","29","31"
"uskaavl5fXCkJGbygptiKA","user","Stephanie","","","","","","11","",,,,"2.36","2012-07","0","10","1","2"
"2nXFEyQ06RfcdAXIPbxuwA","user","Danielle","","","","","","104","",,,,"3.61","2011-03","5","256","50","83"
"VOKboa0lOgPPbIxAjOYvqQ","user","Kayluh","","","","","","21","",,,,"3.86","2014-12","0","9","1","2"
"3lnZZ5pzHCKs8PVknT_c_Q","user","Bruce","","","","","","5","",,,,"4.33","2011-03","0","5","1","0"
"Y_i8-rCVXkeuyb8-pdPu-A","user","Bob","","","","","","8","",,,,"3.75","2014-06","0","9","2","4"
"wlJdjCLe9Xw2oNWunFuBLw","user","Michael","","","","","","15","",,,,"3.5","2015-09","0","5","0","0"
"nsDNg_jj_M0Hcw03bNJZyw","user","Annmarie","","","","","","77","",,,,"4.06","2014-08","8","135","45","38"
"S_PtppfOHr4f1_gqYAyRjA","user","phosyzzle","","","","","","6","",,,,"4","2010-10","0","6","1","1"
"SYb1tpWN2_L029FSnAYXBQ","user","Michael","","","","","","34","",,,,"3.91","2007-01","2","73","27","18"
"VeycloT_I8xSjUdHP-EHyA","user","Melanie","","","","","","23","",,,,"3.3","2010-08","0","81","4","12"
"efZh8TKpCz5AJTcuAnBxRA","user","Nick","","","","","","2","",,,,"4.5","2011-08","0","3","0","0"
"W0krYVfkNFHr8czvPsnnQQ","user","Shannon","","","","","","3","",,,,"3.67","2015-02","0","1","1","1"
"ICdzC-cdKEHnYZwMLT1btw","user","Dawn","","","","","","10","",,,,"4.8","2012-01","0","7","2","1"
"k5BJbz43TUKOBygmatgehA","user","Kathy","","","","","","8","",,,,"2.62","2011-07","0","16","3","8"
"W7JdQs7zx0XoHj17aNUkrQ","user","NuNu","","","","","","5","",,,,"3.6","2009-02","0","48","10","32"
"5JJwKKDVfNUnlKj-7WBLYw","user","Zachary","","","","","","10","",,,,"3.7","2014-03","0","2","3","1"
"gwOalRZBG7UKDBtvW6kf-A","user","Chris","","","","","","5","",,,,"4","2014-07","0","7","1","4"
"5M96qhf3kE9D6hUl97xTGw","user","Andrew","","","","","","24","",,,,"4.32","2007-09","0","30","17","2"
"TWeMOJHxxyrtq6U-K2OfPA","user","Josh","","","","","","2","",,,,"2","2011-08","0","7","1","0"
"Bxgt3dAENEgKxBUJEiVFoQ","user","Ken","","","","","","18","",,,,"3.88","2012-12","0","9","1","8"
"fPDgA8oEesR8b7wXruvK1Q","user","Ashley","","","","","","3","",,,,"5","2016-03","0","2","0","0"
"07pUh-U0FXJ9XYhQbZoJIQ","user","Sadie","","","","","","174","",,,,"3.67","2012-09","14","307","81","97"
"qNxE7bhc1n0wesloam7iPw","user","David","","","","","","40","",,,,"3.47","2013-07","1","44","3","1"
"IxuMlibirsWsa29r2sha_g","user","Barry","","","","","","13","",,,,"3.77","2006-03","1","24","11","5"
"3jnRND7wZkK_1Ld70udZtw","user","Josh","","","","","","1","",,,,"2","2015-10","0","0","0","0"
"qHmOobidrNfpDEYvClEXsg","user","Alexander","","","","","","105","",,,,"4.13","2011-05","1","100","39","40"
"_ck1gBGF-lhrQS-1-kVSSw","user","Jenni","","","","","","13","",,,,"4.23","2014-05","2","18","12","4"
"Nz1RlK_Xfp93p7hgqm5pJQ","user","Lincoln","","","","","","9","",,,,"3.56","2011-11","1","8","0","3"
"44mrgkfQ6ZglLwF6vbNEZA","user","holly","","","","","","49","",,,,"4.1","2011-11","0","33","12","12"
"dmsNzWTbpo5LjIbcLAwBsg","user","Christian","","","","","","35","",,,,"4.68","2009-07","0","42","17","1"
"Xvw4kRnBNvOT4ZrpJHKifA","user","Kaylan","","","","","","27","",,,,"4.4","2010-11","1","36","5","1"
"rCBs_lg0SPF_gsw9mx5RwQ","user","Rebecca","","","","","","8","",,,,"4.5","2011-03","0","0","0","0"
"TxhVzpXxCy-PBt94L6DrCQ","user","Emi","","","","","","6","",,,,"3.5","2013-06","0","4","1","0"
"mQ47YgEVpZ2brWtdve4hPg","user","Lori","","","","","","20","",,,,"3.25","2013-03","0","18","3","5"
"tfD2LRiILwI2Fbu2hthS9w","user","Vanessa","","","","","","13","",,,,"3.15","2011-08","0","15","3","1"
"7q9_9ZNFJbFfYJblmsoNoQ","user","Kim","","","","","","10","",,,,"4.4","2012-09","0","7","0","1"
"ZLPueep-BYurjm9V-feHrQ","user","jenny","","","","","","14","",,,,"4.07","2009-11","0","3","0","1"
"sAjukccNpOuHkc8XG3k8cw","user","Ashlee","","","","","","9","",,,,"3","2013-05","0","5","0","1"
"diFn6JAL0pNS5SoMbQHJiw","user","Pauly","","","","","","2","",,,,"3","2010-11","0","3","0","6"
"4OxVButQzunqUfaBMtZPrg","user","Melissa","","","","","","81","",,,,"4.12","2009-09","4","129","18","11"
"pPaZ4R09ZZihKe9Eq1bhmQ","user","Elaine","","","","","","145","",,,,"4.43","2013-04","7","111","80","53"
"wMnD4KD4Yi_JV3bPB3cShA","user","Natasha","","","","","","9","",,,,"4.33","2013-07","0","2","0","0"
"re_fHPBVi8wFO77l5GKyZA","user","Melissa","","","","","","22","",,,,"4.38","2014-04","1","17","7","4"
"IpuHe4c18xJx2kt8kJvhBA","user","Chris","","","","","","9","",,,,"3.56","2014-10","0","6","0","0"
"0pQp6mIGvVNykNflKuTIOg","user","Renegade","","","","","","61","",,,,"3.71","2006-02","1","107","34","62"
"qLT-xqFCoVlIwreGS7GjuQ","user","Dan","","","","","","11","",,,,"4.27","2009-08","0","13","5","23"
"lm122vS-eC2pv68-PM_H7w","user","Brad","","","","","","5","",,,,"4.8","2012-12","0","5","1","0"
"DGnfxpWZTuupU5sgBOcjcQ","user","Thomas","","","","","","25","",,,,"4.23","2013-12","0","7","2","2"
"O9m2puNb6mWGGUF1IYkn0g","user","Debbie","","","","","","12","",,,,"4","2014-07","4","28","19","2"
"IRYj1b1-mlXqABVsl9SoqQ","business","Tacos El Gordo","Las Vegas","NV","4.5","36.1315942123034","-115.164766837504","1605","3049 S Las Vegas Blvd The Strip Las Vegas, NV 89109",0,0,0,"","","","","",""
