"id","label","name","city","state","stars","latitude","longitude","review_count","full_address","analytic_degree_total","analytic_degree_out","analytic_degree_in","average_stars","yelping_since","fans","votes.useful","votes.cool","votes.funny"
"w76Ekjp9CY6cQ6Lamh9fSw","business","Sushi Fuku","Pittsburgh","PA","4","40.441662","-79.95736","113","120 Oakland Ave Oakland Pittsburgh, PA 15213",,,,"","","","","",""
"MALVwbgb3rS4GBu9tGlNUg","business","The Allegheny Wine Mixer","Pittsburgh","PA","4.5","40.4824569","-79.951507","103","5326 Butler St Lawrenceville Pittsburgh, PA 15201",,,,"","","","","",""
"Yj1EJ_HDLtw7wLcdpmaY9w","business","Luke Wholey's Wild Alaskan Grille","Pittsburgh","PA","4","40.4519212353498","-79.9828073229609","240","2106 Penn Ave Strip District Pittsburgh, PA 15222",,,,"","","","","",""
"Dra-diHsNo-c-LzOpIwY8g","business","Marty's Market","Pittsburgh","PA","3.5","40.4534962","-79.9822822","143","2301 Smallman St Strip District Pittsburgh, PA 15222",,,,"","","","","",""
"81z_FvKvJ7YFfuP8WN7RnQ","business","Las Palmas","Pittsburgh","PA","4.5","40.438918","-79.9553059","130","326 Atwood St Oakland Pittsburgh, PA 15213",,,,"","","","","",""
"JKyWiuPDVJS4hUx-EPAXAA","business","Sienna On The Square","Pittsburgh","PA","4","40.441166189758","-80.0022912025452","146","22 Market Sq Downtown Pittsburgh, PA 15222",,,,"","","","","",""
"oJwy0ELke7wS6WsztypYwQ","business","Union Pig & Chicken","Pittsburgh","PA","3.5","40.4629577488059","-79.9240576056013","377","220 N Highland Ave East Liberty Pittsburgh, PA 15206",,,,"","","","","",""
"rE0-KhjcOQOWIaiybjsDZw","business","James Street Gastropub & Speakeasy","Pittsburgh","PA","3.5","40.4544265","-80.0010731","192","422 Foreland St North Side Pittsburgh, PA 15212",,,,"","","","","",""
"rfy_bJ5ad-gfVmMeqKtsyw","business","The Porch at Schenley","Pittsburgh","PA","3.5","40.442777","-79.953151","377","Schenley Plz 221 Schenley Dr Oakland Pittsburgh, PA 15213",,,,"","","","","",""
"ffVx7PrC2JSfOq_DTW-vZQ","business","Verde Mexican Kitchen & Cantina","Pittsburgh","PA","3.5","40.46445","-79.9325713","276","5491 Penn Ave Garfield Pittsburgh, PA 15206",,,,"","","","","",""
"JfHCkwm6Efu8ugt7W1fRmw","business","Mad Mex - Shadyside","Pittsburgh","PA","3.5","40.458283","-79.925318","227","220 S Highland Ave Shadyside Pittsburgh, PA 15206",,,,"","","","","",""
"TJo0LRUmc9Y1J05dM6fqiw","business","Root 174","Pittsburgh","PA","4","40.4325712","-79.8936524","135","1113 S Braddock Ave Pittsburgh, PA 15218",,,,"","","","","",""
"SsGNAc9U-aKPZccnaDtFkA","business","Meat & Potatoes","Pittsburgh","PA","4","40.4431445862832","-80.0011037907791","1175","649 Penn Ave Downtown Pittsburgh, PA 15222",0,0,0,"","","","","",""
"iTSuk8UQGaNAFKBYEzdeWQ","business","Smoke BBQ Taqueria","Pittsburgh","PA","4","40.4077089","-79.910194","154","225 E 8th Ave Homestead Pittsburgh, PA 15120",,,,"","","","","",""
"lgRLyicXByG1-W0QdsTopw","business","Sichuan Gourmet","Pittsburgh","PA","4","40.4358112","-79.923142","181","1900 Murray Ave Squirrel Hill Pittsburgh, PA 15217",,,,"","","","","",""
"l-s0rNwp_qccC2M4Phz9Yw","business","Mercurio's","Pittsburgh","PA","4","40.4515766","-79.9328425","246","5523 Walnut St Shadyside Pittsburgh, PA 15232",,,,"","","","","",""
"AuQD43d9bgvxbFVZiwC0ig","business","Los Cabos Mexican Restaurant","Pittsburgh","PA","3.5","40.4656763","-79.9555801","105","4108-10 Penn Ave Lawrenceville Pittsburgh, PA 15224",,,,"","","","","",""
"6THckpNEt8VlGpYgC_4JcQ","business","NOLA","Pittsburgh","PA","3.5","40.4410376","-80.002765","352","24 Market Sq Downtown Pittsburgh, PA 15222",,,,"","","","","",""
"9oeMdTVt0VeI-enjBpKBiQ","business","Daphne Cafe","Pittsburgh","PA","4","40.4563938195113","-79.9305386851092","110","5811 Ellsworth Ave Shadyside Pittsburgh, PA 15232",,,,"","","","","",""
"ewN984Rvux04uuQFrGu7mw","business","Waffallonia","Pittsburgh","PA","4.5","40.4377293","-79.9227349","218","1707 Murray Ave Squirrel Hill Pittsburgh, PA 15217",,,,"","","","","",""
"CnKQgNyBmIvTE7zfegmV7Q","business","Savoy","Pittsburgh","PA","3.5","40.455525","-79.978064","106","2623 Penn Ave Strip District Pittsburgh, PA 15222",,,,"","","","","",""
"YOMMA4fsL4_SaPaPyA7sFg","business","Penn Avenue Fish Company","Pittsburgh","PA","3.5","40.439901","-80.0004821","101","308 Forbes Ave Downtown Pittsburgh, PA 15222",,,,"","","","","",""
"Oq01QS2G1OvCsunccVSgxQ","business","Green Pepper","Pittsburgh","PA","3.5","40.434176","-79.922987","106","2020 Murray Ave Squirrel Hill Pittsburgh, PA 15217",,,,"","","","","",""
"orUFgCDq1ussIF89g6piIA","business","Pho Van","Pittsburgh","PA","3.5","40.4519288","-79.9824216","129","2120 Penn Ave Strip District Pittsburgh, PA 15222",,,,"","","","","",""
"-Xl2R863UWrQEyp4dSzMaA","business","Coriander India Grill","Pittsburgh","PA","3","40.4326795041561","-79.9230366200209","111","2201 Murray Ave Squirrel Hill Pittsburgh, PA 15217",,,,"","","","","",""
"p1Wb4mEH04qrUMfmPepFzw","business","Salt of the Earth","Pittsburgh","PA","4","40.4639479","-79.9316099","269","5523 Penn Ave Garfield Pittsburgh, PA 15206",,,,"","","","","",""
"Hjo5B_MgC5iK-Onf7EJyhA","business","CONSOL Energy Center","Pittsburgh","PA","4","40.439228","-79.9899263","108","1001 Fifth Ave Downtown Pittsburgh, PA 15219",,,,"","","","","",""
"-Mh44q324VW8mpxIdH_HPw","business","Spoon","Pittsburgh","PA","4","40.4600439842704","-79.9252199797378","238","134 S Highland Ave Shadyside Pittsburgh, PA 15206",,,,"","","","","",""
"8Zoej25Y9-yEyuiL7-Ax7A","business","The Commonplace Coffeehouse","Pittsburgh","PA","4.5","40.4380885","-79.9219196","128","5827 Forbes Ave Squirrel Hill Pittsburgh, PA 15217",,,,"","","","","",""
"NjWAVjMxUwOqnpOOQL71QA","business","La Gourmandine Bakery & Pastry Shop","Pittsburgh","PA","4.5","40.47313","-79.958894","293","4605 Butler St Lawrenceville Pittsburgh, PA 15201",,,,"","","","","",""
"kOY6CQ4VijKg8PnCUsTXgg","business","Arsenal Cider House & Wine Cellar","Pittsburgh","PA","5","40.4649715","-79.9610655","147","300 39th St Lawrenceville Pittsburgh, PA 15201",,,,"","","","","",""
"9S1I9r0JXTaaQ7yb30rP2g","business","Conflict Kitchen","Pittsburgh","PA","4.5","40.4411427","-79.9535582","136","Schenley Plaza Schenley Drive and Roberto Clemente Drive Oakland Pittsburgh, PA 15213",,,,"","","","","",""
"Rht_xxtVzTJK2IgrrXmppw","business","Habitat Restaurant","Pittsburgh","PA","3.5","40.441487","-80.0016733","131","510 Market St Downtown Pittsburgh, PA 15222",,,,"","","","","",""
"5reb2cEaziuyHOpnbh1XtA","business","Braddock's Pittsburgh Brasserie","Pittsburgh","PA","3.5","40.4438005","-80.0023331","117","107 6th St Downtown Pittsburgh, PA 15222",,,,"","","","","",""
"QR_Nmup1tRj1WwooAKePbg","business","Las Palmas Carniceria","Pittsburgh","PA","4.5","40.3946018","-80.0217184","170","700 Brookline Blvd Brookline Pittsburgh, PA 15226",,,,"","","","","",""
"vvur3WRgdgnhYoMUXMZZCA","business","Aloha Specialties","Las Vegas","NV","4","36.1729494","-115.1447422","505","12 E Ogden Ave Downtown Las Vegas, NV 89101",,,,"","","","","",""
"Gdrw2h0ivQi2UVXpTiLbqA","business","Station Street Hot Dogs","Pittsburgh","PA","3.5","40.460424","-79.919386","104","6290 Broad St East Liberty Pittsburgh, PA 15206",,,,"","","","","",""
"LvdvLtCbAriMJp6cjLm9EA","business","Emilliano's Mexican Restaurant and Bar","Pittsburgh","PA","3.5","40.4277223400876","-79.9686308033154","179","2557 E Carson St South Side Pittsburgh, PA 15203",,,,"","","","","",""
"7xNe2WZAQUGMp1_CxGVKnQ","business","Las Velas","Pittsburgh","PA","3","40.4409974562153","-80.002219460547","164","21 Market Sq Downtown Pittsburgh, PA 15222",,,,"","","","","",""
"EpaXijMLlEXvQfM9gXDYiA","business","Avenue B","Pittsburgh","PA","4","40.456856","-79.936432","183","5501 Centre Ave Friendship Pittsburgh, PA 15232",,,,"","","","","",""
"V7r0F2kr1WlyNOBy-C_HMA","business","Espresso A Mano","Pittsburgh","PA","4.5","40.4660716","-79.9650912","238","3623 Butler St Lawrenceville Pittsburgh, PA 15201",,,,"","","","","",""
"W3UMlRDOn9Tzd3kfYlHX3g","business","Peace, Love and Little Donuts","Pittsburgh","PA","3.5","40.4521127","-79.9841639","153","2018 Smallman St Strip District Pittsburgh, PA 15222",,,,"","","","","",""
"emQkvcck-uqUanJafLIKOA","business","Plum Pan Asian Kitchen","Pittsburgh","PA","3.5","40.4595304893333","-79.9255426412946","149","5996 Centre Ave Shadyside Pittsburgh, PA 15206",,,,"","","","","",""
"x2ZMAyneUiBD6Sml0Fv2Xw","business","Pusadee's Garden","Pittsburgh","PA","4","40.4826851","-79.9519307","225","5321 Butler St Lawrenceville Pittsburgh, PA 15201",,,,"","","","","",""
"UK51LgJRJ8_LUQQPZ5zfxw","business","Yo Rita","Pittsburgh","PA","3.5","40.4285851","-79.9866264","128","1120 E Carson St South Side Pittsburgh, PA 15203",,,,"","","","","",""
"H75yc2Vp7d8wuAe339DpOA","business","Tamari","Pittsburgh","PA","4","40.4645309","-79.9660736","280","3519 Butler St Lawrenceville Pittsburgh, PA 15201",,,,"","","","","",""
"2EEmhVhG5SCt8dEo5zf-Hg","business","Vietnam's Pho","Pittsburgh","PA","3.5","40.4494621","-79.98692","118","1627 Penn Ave Strip District Pittsburgh, PA 15222",,,,"","","","","",""
"H18C9tH4BPHkxan96bkMXQ","business","Hokkaido Seafood Buffet","Pittsburgh","PA","3.5","40.415471086358","-79.924143279002","157","4612 Browns Hill Rd Squirrel Hill Pittsburgh, PA 15217",,,,"","","","","",""
"kGhwcN6hgxeJEZtNrKJnpg","business","Bigham Tavern","Pittsburgh","PA","4","40.432386","-80.015066","142","321 Bigham St Mt. Washington Pittsburgh, PA 15211",,,,"","","","","",""
"wIsoQXDI4X6elYxTvkD_Rw","business","Big Dog Coffee","Pittsburgh","PA","4.5","40.4259532","-79.9667075","178","2717 Sarah St South Side Pittsburgh, PA 15203",,,,"","","","","",""
"CZuTec4z5_WAFUwalQRhqA","business","Toast! Kitchen & Wine Bar","Pittsburgh","PA","4","40.4552521","-79.9435851","144","5102 Baum Blvd Shadyside Pittsburgh, PA 15224",,,,"","","","","",""
"MXlBxRhuQeZ2hkGTsdplOg","business","Red Oak Cafe","Pittsburgh","PA","4","40.4407677","-79.9578317","135","3610 Forbes Ave Oakland Pittsburgh, PA 15213",,,,"","","","","",""
"YYce9ncwXBgOjU6ItboZ1Q","business","Spak Brothers Pizza and More","Pittsburgh","PA","4","40.4650793","-79.9425116","173","5107 Penn Ave Garfield Pittsburgh, PA 15224",,,,"","","","","",""
"14gY1iJ-KRnERxHj4ONasA","business","Giovanni's Pizza & Pasta","Pittsburgh","PA","3.5","40.443400926204","-80.0024984675644","103","123 6th St Downtown Pittsburgh, PA 15222",,,,"","","","","",""
"cc4BvGK8eRu-fFE4GK3vSQ","business","Tamarind Savoring India","Pittsburgh","PA","4","40.3905629","-80.0724221","101","2101 Greentree Rd Pittsburgh, PA 15220",,,,"","","","","",""
"Zg5JB5GBqhmxt9W7tFKN7w","business","The Library","Pittsburgh","PA","3.5","40.4281425","-79.9728382","153","2302 E Carson St South Side Pittsburgh, PA 15203",,,,"","","","","",""
"v6HiAVLwKiXZ9Yqvd4ubNg","business","Jerome Bettis' Grille 36","Pittsburgh","PA","3.5","40.4455502","-80.0113372","250","393 N Shore Dr North Side Pittsburgh, PA 15212",,,,"","","","","",""
"hGmXzJuycc9ecFPPddfTEw","business","Thai Gourmet","Pittsburgh","PA","4","40.4630298","-79.9515819","125","4505 Liberty Ave Bloomfield Pittsburgh, PA 15224",,,,"","","","","",""
"cTrEkyZXz4gBDOdN8vsRlQ","business","Piccolo Forno","Pittsburgh","PA","4","40.4670557","-79.9644245","278","3801 Butler St Lawrenceville Pittsburgh, PA 15201",,,,"","","","","",""
"XtN9tcefxJtubhUSH_Xg3g","business","Chicken Latino","Pittsburgh","PA","4","40.4516497733743","-79.983172416687","136","155 21st St Strip District Pittsburgh, PA 15222",,,,"","","","","",""
"nyk7e00YAZndmQEX6GmRmQ","user","Casey","","","","","","3","",,,,"3.67","2014-11","0","1","1","0"
"Fhtq-x2vJNl08abDebinJA","user","Todd","","","","","","156","",,,,"3.91","2009-02","0","71","21","9"
"E3wHSPPrDaQ6q8IP07-U4g","user","WORK Is","","","","","","7","",,,,"4.86","2010-05","2","0","0","0"
"2-E_VBkzUmJ4Yj9ihCeVdg","user","Meg","","","","","","6","",,,,"4","2015-07","0","5","0","2"
"mxDVL576jCP-6A1_KlXNCg","user","Den","","","","","","1","",,,,"5","2013-04","0","0","0","0"
"40fyRd2GbTASeYF56YimLg","user","Kristyn","","","","","","32","",,,,"3.94","2013-05","1","9","4","3"
"fjgxKILS6w9JqI5LkNSJWg","user","Jennifer","","","","","","45","",,,,"3.91","2013-11","0","14","6","2"
"1YnuA_Fw_dAjLjrTJMRIQQ","user","Annette","","","","","","2","",,,,"5","2013-10","0","0","0","0"
"0PgAvwVRpBq5zxN6-15Lyg","user","Masaki","","","","","","5","",,,,"4.17","2015-06","1","9","2","1"
"FCNf-KX7Sz4JueZiayYcuQ","user","Liz","","","","","","84","",,,,"3.86","2009-08","0","56","18","32"
"VGN5Roe9F6mIsnL5FVxN6Q","user","Jen","","","","","","17","",,,,"3.53","2012-04","0","20","13","11"
"3agrF4ljVTdl5nwrOzA7mA","user","Mage","","","","","","8","",,,,"4.5","2013-10","1","4","0","0"
"qgmCDcWfpdo4Qv70qb4bPg","user","Joe","","","","","","3","",,,,"3.67","2012-12","0","2","0","0"
"yWypqNzDlMPXE9tFOPNkDw","user","David","","","","","","6","",,,,"4.17","2014-06","0","2","0","0"
"KBP5Y3MVtEphjlEv-qaUGw","user","Danielle","","","","","","27","",,,,"3.75","2011-04","0","16","10","8"
"xW9rkTv7fCQoYi2-vvX08w","user","Jacqueline","","","","","","6","",,,,"3","2012-12","0","7","0","0"
"KmllIyfMDyTlrjJg8OCL8A","user","Mary","","","","","","4","",,,,"4","2010-12","1","2","0","0"
"RuYC4xUnSF89qi41klw74w","user","Ernest","","","","","","7","",,,,"2","2012-07","0","10","4","9"
"OSGgtaOIIGBHgEUvPowJUA","user","Helen","","","","","","4","",,,,"4","2013-01","0","1","0","0"
"2as7sSpPvqgq-dHhRR3Xbw","user","Dawn","","","","","","2","",,,,"4","2016-04","0","0","0","0"
"w3m8sjw9gmOkOHR39FiLvg","user","Samantha","","","","","","12","",,,,"3.83","2012-06","0","2","0","1"
"5gr411yO_7unAzOupMfeAA","user","Cheryl","","","","","","8","",,,,"4.88","2012-02","1","12","6","5"
"UTnYHa_c8d-TFGcwcXGycA","user","Katherine","","","","","","4","",,,,"4.5","2014-05","0","0","0","0"
"9e1FWfJaSVZi1rKSmVyf0A","user","Stephaine","","","","","","21","",,,,"4.38","2013-09","0","21","4","2"
"51bTqrmIslXzJmWKZrWt2A","user","Jason","","","","","","20","",,,,"4.25","2010-03","0","10","3","3"
"FlICTKTPNq-KVIZ6eM9zrg","business","Biddle's Escape","Pittsburgh","PA","4.5","40.4381463","-79.8921011","102","401 Biddle Ave Pittsburgh, PA 15221",,,,"","","","","",""
"xEIgXly7xKvxM4px1VpDFw","user","Azizan","","","","","","4","",,,,"4.5","2013-11","0","1","1","0"
"FAuS_PlHdSC8agbve86NrA","user","Dawn","","","","","","4","",,,,"2.75","2012-09","0","1","0","11"
"iK3sR7OtKoFnQJjDvcIe_w","user","Agent","","","","","","7","",,,,"4.29","2012-03","0","3","0","0"
"2GT6I5NYETGJgD-mQQsqag","user","Rhonda","","","","","","54","",,,,"4.39","2012-04","4","142","73","76"
"zoG5cXaeveFAT4jRsVbxUw","user","L","","","","","","15","",,,,"4.56","2007-12","0","6","2","0"
"0jsZX-f15399Hy6Zy8RlWg","user","Avi","","","","","","4","",,,,"3.75","2010-11","0","1","1","0"
"vCbB1R32o2VvLLzTyvbF_Q","user","John","","","","","","8","",,,,"3.25","2009-05","0","2","1","1"
"CoHZdW3sDL42FLO6VvQ0tA","user","Tanmay","","","","","","4","",,,,"4.75","2015-03","0","2","0","0"
"pdCsCjh6B0Ir09-pKhRHkw","user","Marcy","","","","","","2","",,,,"5","2014-07","2","1","0","1"
"wTWJj86GsHct9JqkPRKJdA","user","Alex","","","","","","10","",,,,"3.9","2015-06","0","4","1","1"
"CZAdSEw3VomUOev949b76Q","user","Vira","","","","","","87","",,,,"3.13","2016-03","4","200","105","81"
"63KYFLFWmRfw7k_pP7_Ecw","user","K","","","","","","3","",,,,"4","2014-01","0","1","0","0"
"s2fEpe8e2a3oI3brNZ93_w","user","Katie","","","","","","10","",,,,"3.11","2012-02","0","1","0","0"
"L_s5RD6Q9xIyrN2epHilBg","user","Mary","","","","","","3","",,,,"5","2015-08","0","0","0","0"
"g5vUUjQHqNyz7a05FXNcqw","user","Sarah","","","","","","3","",,,,"1","2013-12","0","1","0","1"
"kYaaHpBFXf3Ghn1c2unlRw","user","Vinitha","","","","","","1","",,,,"4","2014-01","0","0","0","0"
"uj5XsWsvP3MqWxBDLvzcXw","user","Charlene","","","","","","3","",,,,"2.67","2009-06","0","2","1","1"
"wq67kZ-64YNKqZAOESjRIw","user","John","","","","","","7","",,,,"2.14","2008-06","1","31","0","2"
"j0alUTJfDImNrDkPvoceAA","user","Abhinav","","","","","","28","",,,,"4.07","2010-02","0","6","0","4"
"wmnLbgrjbXDfzwoenulYpw","user","Linda","","","","","","12","",,,,"4.25","2014-03","0","2","1","1"
"fH_KcFL8ALID4K9Rw8l71Q","user","Kara","","","","","","4","",,,,"4.25","2012-10","0","1","0","0"
"ZcaR7xOJgzItSOJBGH-A_A","business","Eat Unique","Pittsburgh","PA","3.5","40.4456076","-79.9485637","112","305 S Craig St Oakland Pittsburgh, PA 15213",,,,"","","","","",""
"V1oOVqCOc3RRSUvcrEQgVA","user","Andrew","","","","","","83","",,,,"3.94","2009-09","0","23","2","4"
"9HHTT6VPedCAYErgTwB15A","user","Kat","","","","","","64","",,,,"3.43","2011-07","0","40","9","3"
"lBD-KrgfD5jdAqkWJ9Sx4Q","user","Nicole","","","","","","5","",,,,"2.6","2014-09","0","0","0","0"
"cXR798Hqshm6wf-u0JZlGw","user","Dale","","","","","","7","",,,,"4.14","2014-01","1","43","21","7"
"GV5R71N_UTKLSOMEEtXqkQ","user","Tim","","","","","","20","",,,,"3.19","2012-06","0","41","6","6"
"BP0ImJqak9xDbXAVNqRWIQ","user","Jen","","","","","","13","",,,,"4","2015-05","0","2","1","1"
"RYQtxFc0ddFCAfqRkb4VXA","user","Nicole","","","","","","7","",,,,"3.62","2015-06","0","2","0","0"
"IyT6y6YIvvvZvj2X6Pb4iQ","user","Erin","","","","","","52","",,,,"4.15","2009-10","0","47","18","17"
"xAl2i40n0YJzNo5wpuM_AQ","user","Neha","","","","","","5","",,,,"4.17","2015-09","0","8","0","0"
"6tctTBd2Nz2Zh_BDM69Spw","user","Emily","","","","","","4","",,,,"4.75","2014-09","0","5","2","0"
"tjzpNyKNi-AGCYurB0LRDA","user","Emmilou","","","","","","7","",,,,"5","2012-05","2","7","3","0"
"j-s7RKl_D-ybZER0mOcv5Q","user","Heather","","","","","","74","",,,,"3.85","2009-11","1","97","55","20"
"iPDgNww3QSDiNh53m_CSxA","user","Seth","","","","","","3","",,,,"1.67","2012-05","0","0","0","0"
"rG88rwKDfZ_TU0rzsoz_BQ","user","Brittany","","","","","","72","",,,,"3.68","2010-08","34","227","110","68"
"gu7UwkdtuRRe9QuJyVrsAg","user","Amber","","","","","","3","",,,,"3","2011-09","0","1","0","0"
"n5jTTUSstJCyaO0FANXe5g","user","Amy","","","","","","4","",,,,"5","2016-01","0","0","0","0"
"Ew8O8-GtqbGN2U22xbe0ug","user","Nick","","","","","","67","",,,,"4.31","2010-08","4","115","25","15"
